ID	Section	Sentence	Desired_Section	Segment_annotation	Issue Type
285a29437082041cadb024b134e8cd79f06796213aa4dd587e2e65bda56506c147ca0a17d05ac549ab7a49eb908a1b98584e53a6d48563f4017585dbc54f2397	comments,_suggestions_and_typos	:	"""comments,_suggestions_and_typos"""	I	Other
285a29437082041cadb024b134e8cd79f06796213aa4dd587e2e65bda56506c147ca0a17d05ac549ab7a49eb908a1b98584e53a6d48563f4017585dbc54f2397	comments,_suggestions_and_typos	The sentence about question-type utterances sounds detached from the paragraph.-L407: PersonaChat dataset -> the PersonaChat dataset -L462: \citet should be used -In Figure 4 bottom-left, the first sentence should remain the same (i.e., it should start with “He was” rather than “They are”)	"""comments,_suggestions_and_typos"""	I	H11. The paper has language errors
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses		Summary_of_weaknesses	O	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	A critical limitation is how practical the method is given the nature of model expansion.	Summary_of_weaknesses	B	H9. The topic is too niche
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	This method is studied under a still relatively synthetic setup.	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	There are a lot of problems that I can imagine for real-world large scale models such as GPT3.	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	To mention a few: (1) How should we decide when to expand the model?	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	In reality, these models are trained on O(100B) data, covering a significant portion of the whole internet.	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	So when do we know a new data source emerges?	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	How to detect this?	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	( 2) Large scale models are trained using sharding systems of thousands of accelerators, it is a challenging technical question to expand them in a way described in this paper.	Summary_of_weaknesses	I	H7. This method is too simple
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	( 3) Recent works have shown it is possible to continue training language models for either language understanding [1] or additional applications such as code synthesis [2].	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	Therefore, perhaps these simple approaches are sufficient enough for good generalization.[1] Finetuned Language Models Are Zero-Shot Learners.	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	Wei et al., 2021.	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	[2] Program Synthesis with Large Language Models.	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	summary_of_weaknesses	Austin et al., 2021.	Summary_of_weaknesses	I	Other
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	comments,_suggestions_and_typos	comments,_suggestions_and_typos:How is the prompt token computed at inference time?	Summary_of_weaknesses	B	H15. The authors should have done [X] instead
2ebe0e0101b4cd825567f9b5e9a4fd531289a4d0b182881bcf9e513927adc55515dda30409b67079656f4bd20ade76dbccc29fa1ef4e34c4a455f604f924cc93	comments,_suggestions_and_typos	Is it included using nearest neighbor search or not included at all?	Summary_of_weaknesses	B	X is not clear
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	+	Summary_of_weaknesses	O	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	My biggest concern with this paper is that there is a very significant transition gap between Section 3 and 4.	Summary_of_weaknesses	B	X is not clear
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	"Specifically, Section 3 is talking about a data generation method, while Section 4 starts with ""We evaluate our model under... ""."	Summary_of_weaknesses	I	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	"It took a second pass through the earlier sections and some educated guess to conclude that the ""model"" is trained using adversarial data."	Summary_of_weaknesses	I	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	+	Summary_of_weaknesses	O	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	Related to the above point, I don't think an adequate amount of experimental details are given for future work to reproduce the results in this paper at all.	Summary_of_weaknesses	B	H6. The results are negative
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	For example, if I understood correctly and the models are indeed trained on the adversarial data, what are the resulting training data size for the baseline and different augmentation methods?	Summary_of_weaknesses	I	X is not clear
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	Are the original (non-adversarial) training data still used?	Summary_of_weaknesses	I	X is not clear
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	Also, for results in Table 2, what is the system that is used to conduct back-translation?	Summary_of_weaknesses	B	X is not clear
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	Is it the same system across different methods or not?	Summary_of_weaknesses	I	X is not clear
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	+	Summary_of_weaknesses	O	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	The phrasal replacement procedure implicitly assume that the TLM to generate correct translation for the phrase so and still makes a valid translation pair.	Summary_of_weaknesses	B	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	I hope to see some analysis on how strong is that assumption.=== UPDATE === The first and the second point has been properly addressed in the author's reply and the revision.	Summary_of_weaknesses	I	H15. The authors should have done [X] instead
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	As for the third point, the authors offered the case study and the improvement in robustness as a reply, which does prove part of it, but what I have in mind is something more specific like comparing the human evaluation score (as the translation of $x_{\delta}$) of (1) $y_{\delta}$; (2) $y_{\delta}'$; (3) human translation of $x_\delta$.	Summary_of_weaknesses	I	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	Ideally, (1) and (3) should be very close while (2) should be much worse.	Summary_of_weaknesses	I	H2. The results contradict what I would expect
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	This is obviously too much to ask for resubmission on such a short cycle, though.	Summary_of_weaknesses	B	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	"I do concur with the reviewer ag2n's concern that the paper ""is very parsimonious when it comes to citing previous work""."	Summary_of_weaknesses	I	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	summary_of_weaknesses	I don't think this is really improved in this version though.	Summary_of_weaknesses	I	H5. The results do not surpass the latest SOTA
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	comments,_suggestions_and_typos	comments,_suggestions_and_typos:All my suggestions in the previous version have been addressed.	"""comments,_suggestions_and_typos"""	B	Other
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	comments,_suggestions_and_typos	The only minor comment I'll make here is that the baseline in Table 3 has been updated from 35.11 to 35.02 in this version.	"""comments,_suggestions_and_typos"""	B	X is not clear
c7c4295209272e28b7f122a3d20ca9a82076e7dd2e30b5249a078e4e9eb909dbbaed0414877a5a98266f51c6632b0c0206c5bc9b1c69d31f3a7bf613b02d893b	comments,_suggestions_and_typos	I'm not sure what has led to the change.	"""comments,_suggestions_and_typos"""	I	Other
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	summary_of_weaknesses	1	Summary_of_weaknesses	O	Other
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	summary_of_weaknesses	In the previous rounds, the reviewer qXqD mentioned that there are no more explanations for the claim `PLASM can generalize to models that are not aligned with DistilBERT/BERT'.  	Summary_of_weaknesses	B	
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	summary_of_weaknesses	The authors added experiments on XLNet, which partially solves this issue.	Summary_of_weaknesses	I	
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	summary_of_weaknesses	But I expect the authors to give a deeper analysis for it.	Summary_of_weaknesses	I	H15. The authors should have done [X] instead
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	summary_of_weaknesses	Also, it is better for authors to include textCNN/LSTM (1 of them is enough) for text classification, which can show whether non-pretrained models can be used under PLASM.2.	Summary_of_weaknesses	B	H14.  The authors should compare to a 'closed' model X
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	summary_of_weaknesses	The authors seems to leverage some existing techniques for AL methods, thus the technical novelty is not very high.	Summary_of_weaknesses	I	The contribution is not novel
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	comments,_suggestions_and_typos	What's the time complexity of Tracin operation?-It would be even better to evaluate more datasets for text classification (e.g. SST-2 or TREC-6).	Summary_of_weaknesses	B	X is not clear
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	comments,_suggestions_and_typos	-In PLASM, the authors propose to use pseudo labeling to mitigate the ASM problem.	Summary_of_weaknesses	B	Other
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	comments,_suggestions_and_typos	Maybe I do not understand correctly, but using pseudo-labeling for AL is not a new concept.	Summary_of_weaknesses	I	The contribution is not novel
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	comments,_suggestions_and_typos	The are many works that leverage this technique for AL.	Summary_of_weaknesses	I	Other
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	comments,_suggestions_and_typos	Some relevant papers includes: (1) Semi-supervised active learning for sequence labeling;	Summary_of_weaknesses	I	The paper is missing relevant references
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	comments,_suggestions_and_typos	(2) Rethinking deep active learning: Using unlabeled data at model training; (3) ATM:  An Active self-training framework for label-efficient text classification.	Summary_of_weaknesses	I	The paper is missing relevant references
3b7eac1209e6ce55e066ab0be1435f93ca4a06df959dab44fb6fc7b6507304ae8ddc0506ff99544d651e716f68080e226e2e1eaecbca1c7d737942bc984280d1	comments,_suggestions_and_typos	The author could probably elaborate more on the details of pseudo-labeling.	Summary_of_weaknesses	I	H15. The authors should have done [X] instead
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	The proposed architecture seems like a cross-modal transformer (3.2 synchronous multi-modal fusion) and a multi-layer feature aggregation (3.3 hierarchical cross-modal aggregation).	 Summary_of_weaknesses	B	Other
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	With this standard cross-modal architecture, it is unclear to me why the proposed approach could resolve the example in Fig. 1, while the other approaches failed to achieve.	Summary_of_weaknesses	I	H5. The results do not surpass the latest SOTA
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	Sect. 3.3 puzzled me the most.	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"", The paper is missing relevant references"
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	It is unclear to me why the affinity weights should be defined as Eq.2?	Summary_of_weaknesses	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	Why is the Convolution necessary?	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	What is the motivation of choosing the specific form of hierarchical cross-modal exchange?	Summary_of_weaknesses	I	H1. The results are not surprising
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	I feel the major issue of this paper is the motivation example is not closely connected to the proposed approach.	Summary_of_weaknesses	B	H4. This has no precedent in the existing literature
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	summary_of_weaknesses	Therefore, it is not clear to me why the proposed approach could solve the motivation example.	Summary_of_weaknesses	I	H4. This has no precedent in the existing literature
88777c0bf49b1d604d9cc5224a8d8f9a1fc5de75cb081eca38510ff9334129a50b4fd48fb19db47c94b3d8c11e237e723814880d4741d0ab8736dd376ebe3bd4	comments,_suggestions_and_typos	comments,_suggestions_and_typos	"""comments,_suggestions_and_typos"""	O	Other
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	1	Summary_of_weaknesses	O	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"", ""H10. The approach is tested only on [not English], so unclear if it will generalize to other languages"", H4. This has no precedent in the existing literature"
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	Being an empirical evaluation paper, I am not sure whether the numbers reported are after a single run or multiple runs.	Summary_of_weaknesses	B	H9. The topic is too niche
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	If only a single run is considered, it is highly advised for the authors to report numbers along with standard deviations after multiple runs.2.	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	Similarly, it is also unclear whether the hyperparameters for each GROUP-Robust algorithm are adequately tuned.3.	Summary_of_weaknesses	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	The authors highlighted the problems of existing approaches like GROUP-DRO when naively applied to the multi-label classification scenario.	Summary_of_weaknesses	I	H9. The topic is too niche, H13. The authors could also do [extra experiment X]
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	However, It is not very helpful to compare with such naive adaptions, in my opinion.	Summary_of_weaknesses	I	H13. The authors could also do [extra experiment X]
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	For example, one can intelligently adapt the GROUP-DRO algorithm to multi-label classification by considering multiple weights(one for each label) for each group instead of a single weight and adapting the weights based on the corresponding label binary cross-entropy loss.	Summary_of_weaknesses	I	H13. The authors could also do [extra experiment X]
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	By assigning multiple weights, we can still assign higher weightage to minority classes rather than considering the average losses in the group.4.	Summary_of_weaknesses	I	H13. The authors could also do [extra experiment X]
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	summary_of_weaknesses	It would be valuable to the paper if authors discuss possible intelligent adaptations of existing group-robust algorithms to multi-label classification scenarios rather than just stating the problems of naive adaptations.	Summary_of_weaknesses	B	H13. The authors could also do [extra experiment X]
4f118c58e5b9ca15b7b7b078a5cb7f2397314576c713f691f35d1a6d686d07633c44e12e6231452d261b7376b28cb91b132d1a11431087ec637124e30a33aa0d	comments,_suggestions_and_typos	comments,_suggestions_and_typos:See above	"""comments,_suggestions_and_typos"""	O	X is not clear, Other
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	Not a lot to say here as I think the researchers have done a thorough job.	Summary_of_weaknesses	B	"H9. The topic is too niche, ""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"", H4. This has no precedent in the existing literature"
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	1	Summary_of_weaknesses	O	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	Personally, I’m somewhat skeptical that identifying tokens which are significant in aggregate across a corpus is a promising method to predict how a complex model will behave when these tokens are in a specific context (this is also pointed out by the authors as a limitation in their conclusions).	Summary_of_weaknesses	B	H15. The authors should have done [X] instead
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	In that sense, the impact of this research would be greater if the benefits shown when generalizing to new domains were higher (table 5).	Summary_of_weaknesses	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	As is, the method seems like a non-trivial amount of work, to yield models which may be slightly more robust – a tradeoff which may suit some but not all.  	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	2	Summary_of_weaknesses	O	H13. The authors could also do [extra experiment X]
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	I did not see an indication that code and data will be released for this paper and I would encourage the authors to add these.	Summary_of_weaknesses	B	H15. The authors should have done [X] instead
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	This is not only important to allow easy reproduction of the results, but also to allow readers to easily apply the method to their models, etc.	Summary_of_weaknesses	I	H15. The authors should have done [X] instead
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	summary_of_weaknesses	Still, I think this is a very good paper and I don’t see any significant methodological issues.	Summary_of_weaknesses	I	H15. The authors should have done [X] instead
6c07a9f149685b50eff254d1c679a1aa0196343cbb9650d6ec626e7b688a8d2752f8630e6373a16306ee0fac4febbada4ef83e8fe841735e6685ffa89f76e497	comments,_suggestions_and_typos	comments,_suggestions_and_typos:NA	"""comments,_suggestions_and_typos"""	O	
b67ee4516fdd7c3b219740437ccc009696b0239e6c1d6e4a5721ad938af2a2861ac1da6036fb68c62b494c121efdc14e3c8e95891ffe5b01198ccec56f65facd	summary_of_weaknesses	Although I am leaning towards accepting the paper, I still doubt the contribution of the picker for the generator.	Summary_of_weaknesses	B	H1. The results are not surprising
b67ee4516fdd7c3b219740437ccc009696b0239e6c1d6e4a5721ad938af2a2861ac1da6036fb68c62b494c121efdc14e3c8e95891ffe5b01198ccec56f65facd	summary_of_weaknesses	This picker only affects the generator if the T5 encoding representation is altered accordingly.	Summary_of_weaknesses	I	H9. The topic is too niche
b67ee4516fdd7c3b219740437ccc009696b0239e6c1d6e4a5721ad938af2a2861ac1da6036fb68c62b494c121efdc14e3c8e95891ffe5b01198ccec56f65facd	summary_of_weaknesses	I think the connection between the picker and the generator is somewhat weak.	Summary_of_weaknesses	B	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
b67ee4516fdd7c3b219740437ccc009696b0239e6c1d6e4a5721ad938af2a2861ac1da6036fb68c62b494c121efdc14e3c8e95891ffe5b01198ccec56f65facd	summary_of_weaknesses	Meanwhile, the proposed `soft` labeling method seems useless, compared with the straightforward `hard` labeling.	Summary_of_weaknesses	I	"""H8. The paper doesn't use [my preferred methodology], e.g., deep learning"""
b67ee4516fdd7c3b219740437ccc009696b0239e6c1d6e4a5721ad938af2a2861ac1da6036fb68c62b494c121efdc14e3c8e95891ffe5b01198ccec56f65facd	summary_of_weaknesses	Considering the `hard` labeling method seems to just pick overlapped words between the incomplete utterances and the rewritten utterances, the nolvety of the proposed method seems smaller.	Summary_of_weaknesses	I	H7. This method is too simple
b67ee4516fdd7c3b219740437ccc009696b0239e6c1d6e4a5721ad938af2a2861ac1da6036fb68c62b494c121efdc14e3c8e95891ffe5b01198ccec56f65facd	summary_of_weaknesses	Besides the above, the contribution part (line 99-111) is not well structured.	Summary_of_weaknesses	I	H13. The authors could also do [extra experiment X]
b67ee4516fdd7c3b219740437ccc009696b0239e6c1d6e4a5721ad938af2a2861ac1da6036fb68c62b494c121efdc14e3c8e95891ffe5b01198ccec56f65facd	summary_of_weaknesses	I would recommend to add experimental contributions to the third point.	Summary_of_weaknesses	I	H13. The authors could also do [extra experiment X]
